,cut,color,clarity,city_Amsterdam,city_Antwerp,city_Dubai,city_Kimberly,city_Las Vegas,city_London,city_Luxembourg,city_Madrid,city_New York City,city_Paris,city_Surat,city_Tel Aviv,city_Zurich
3027,15,10.0,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
3028,15,2.86,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3029,6,1.43,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3030,15,4.29,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
3031,10,10.0,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3032,15,5.71,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3033,15,2.86,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
3034,15,1.43,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
3035,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3036,15,7.14,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3037,10,8.57,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
3038,10,8.57,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
3039,10,4.29,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3040,6,7.14,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3041,15,7.14,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0
3042,15,7.14,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3043,3,7.14,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
3044,6,7.14,8.75,0,0,0,0,0,0,0,0,1,0,0,0,0
3045,10,1.43,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3046,10,8.57,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3047,3,4.29,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3048,3,10.0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3049,15,8.57,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
3050,15,8.57,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3051,10,2.86,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3052,15,8.57,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3053,10,10.0,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
3054,1,5.71,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0
3055,3,1.43,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3056,3,4.29,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0
3057,10,4.29,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
3058,15,1.43,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3059,3,2.86,8.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3060,3,10.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
3061,10,10.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3062,6,7.14,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3063,10,7.14,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
3064,6,4.29,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
3065,10,8.57,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3066,15,5.71,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0
3067,6,10.0,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
3068,10,5.71,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0
3069,6,2.86,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
3070,10,8.57,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3071,15,4.29,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3072,10,5.71,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3073,15,2.86,8.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3074,15,7.14,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
3075,10,1.43,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
3076,15,10.0,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
3077,10,2.86,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
3078,6,5.71,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
3079,10,5.71,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1
3080,10,8.57,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3081,15,10.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3082,15,2.86,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3083,1,4.29,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3084,15,5.71,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3085,10,10.0,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
3086,15,10.0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3087,10,10.0,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3088,10,10.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3089,6,4.29,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
3090,3,4.29,8.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3091,10,1.43,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
3092,6,2.86,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3093,10,7.14,8.75,0,0,0,0,0,0,1,0,0,0,0,0,0
3094,10,4.29,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
3095,15,8.57,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3096,6,8.57,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
3097,6,10.0,6.25,0,0,0,0,0,1,0,0,0,0,0,0,0
3098,10,5.71,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3099,10,2.86,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
3100,6,8.57,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3101,6,1.43,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
3102,3,4.29,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
3103,10,10.0,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
3104,10,4.29,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
3105,6,8.57,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
3106,10,8.57,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
3107,6,8.57,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3108,3,1.43,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
3109,10,5.71,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3110,15,5.71,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0
3111,10,2.86,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3112,15,7.14,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
3113,15,7.14,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
3114,15,8.57,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
3115,6,1.43,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
3116,6,7.14,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3117,6,10.0,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3118,15,7.14,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3119,15,8.57,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3120,15,4.29,10.0,0,0,0,0,0,0,0,0,0,0,0,0,1
3121,3,10.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3122,6,4.29,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
3123,15,5.71,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
3124,10,5.71,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
3125,15,5.71,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3126,15,4.29,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
3127,15,5.71,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1
3128,10,1.43,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3129,6,8.57,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3130,10,10.0,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
3131,3,10.0,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
3132,6,7.14,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3133,6,8.57,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3134,15,5.71,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3135,10,8.57,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
3136,6,2.86,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3137,3,10.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3138,3,7.14,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3139,10,4.29,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0
3140,15,7.14,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
3141,15,5.71,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3142,15,4.29,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3143,6,10.0,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0
3144,6,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3145,15,10.0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3146,6,8.57,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3147,10,5.71,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3148,10,1.43,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3149,10,7.14,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
3150,15,4.29,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3151,10,7.14,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3152,6,5.71,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
3153,10,5.71,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0
3154,3,7.14,6.25,0,0,0,0,0,0,0,0,1,0,0,0,0
3155,6,7.14,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3156,10,8.57,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
3157,6,5.71,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
3158,15,7.14,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3159,15,5.71,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1
3160,3,5.71,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3161,15,10.0,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
3162,10,5.71,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
3163,3,1.43,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
3164,10,5.71,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1
3165,15,7.14,8.75,0,0,0,0,0,1,0,0,0,0,0,0,0
3166,6,5.71,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3167,3,1.43,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3168,15,5.71,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
3169,15,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
3170,6,8.57,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3171,10,2.86,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0
3172,15,1.43,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
3173,15,7.14,8.75,0,0,0,0,0,0,1,0,0,0,0,0,0
3174,15,5.71,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
3175,15,8.57,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3176,15,5.71,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3177,10,4.29,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
3178,10,4.29,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
3179,6,5.71,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3180,15,5.71,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3181,6,5.71,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3182,6,8.57,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3183,10,7.14,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3184,6,8.57,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
3185,10,5.71,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3186,15,8.57,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3187,15,8.57,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3188,10,7.14,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3189,6,7.14,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
3190,6,5.71,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3191,15,7.14,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0
3192,6,4.29,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3193,15,2.86,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
3194,10,8.57,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3195,6,2.86,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3196,10,7.14,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3197,15,5.71,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3198,6,8.57,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3199,10,8.57,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3200,15,10.0,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
3201,6,1.43,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
3202,10,5.71,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3203,6,5.71,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
3204,15,5.71,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
3205,1,5.71,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3206,6,4.29,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3207,10,5.71,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3208,15,4.29,8.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3209,6,10.0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0
3210,15,2.86,8.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3211,10,5.71,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3212,15,5.71,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
3213,6,5.71,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
3214,10,4.29,6.25,0,0,0,0,0,0,0,0,1,0,0,0,0
3215,6,1.43,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3216,1,1.43,1.25,0,0,0,0,0,0,1,0,0,0,0,0,0
3217,10,5.71,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3218,15,10.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3219,15,7.14,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3220,6,8.57,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
3221,15,8.57,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
3222,15,7.14,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
3223,10,5.71,8.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3224,10,10.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
3225,15,4.29,6.25,0,0,0,0,0,1,0,0,0,0,0,0,0
3226,6,5.71,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0
3227,15,10.0,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
3228,15,5.71,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3229,15,8.57,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3230,15,7.14,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3231,3,10.0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,1
3232,15,7.14,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3233,15,7.14,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3234,10,4.29,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
3235,15,8.57,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3236,3,7.14,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3237,6,8.57,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3238,10,1.43,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3239,10,2.86,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
3240,15,8.57,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0
3241,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3242,15,10.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
3243,15,2.86,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
3244,15,4.29,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
3245,15,4.29,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3246,15,10.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3247,15,5.71,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3248,10,5.71,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
3249,10,5.71,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
3250,15,4.29,8.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3251,15,4.29,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0
3252,3,7.14,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3253,15,7.14,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3254,6,7.14,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3255,10,8.57,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3256,3,2.86,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
3257,15,10.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3258,3,4.29,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3259,1,10.0,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3260,15,5.71,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3261,6,8.57,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3262,6,10.0,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
3263,3,7.14,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3264,15,5.71,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3265,1,7.14,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0
3266,10,1.43,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
3267,15,5.71,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
3268,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3269,10,7.14,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
3270,15,8.57,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
3271,15,10.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3272,10,7.14,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3273,15,2.86,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3274,6,4.29,8.75,0,0,0,0,0,0,0,0,1,0,0,0,0
3275,10,8.57,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3276,10,10.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
3277,15,1.43,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
3278,15,1.43,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3279,10,5.71,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
3280,15,10.0,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
3281,15,8.57,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3282,6,1.43,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
3283,15,10.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
3284,3,8.57,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3285,15,8.57,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3286,15,8.57,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3287,15,4.29,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3288,15,4.29,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3289,3,7.14,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0
3290,3,8.57,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
3291,6,2.86,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3292,6,5.71,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0
3293,15,2.86,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3294,6,10.0,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
3295,6,10.0,6.25,0,0,0,0,0,0,0,0,1,0,0,0,0
3296,6,8.57,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3297,3,8.57,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
3298,15,7.14,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1
3299,6,5.71,8.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3300,6,7.14,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
3301,15,8.57,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
3302,6,7.14,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3303,10,1.43,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
3304,15,5.71,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3305,15,4.29,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3306,10,5.71,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
3307,10,7.14,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3308,15,7.14,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3309,15,8.57,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3310,10,10.0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0
3311,6,8.57,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
3312,15,10.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
3313,10,2.86,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
3314,10,7.14,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3315,6,5.71,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
3316,10,2.86,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
3317,10,10.0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3318,15,4.29,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
3319,10,5.71,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3320,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3321,6,8.57,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
3322,15,5.71,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
3323,1,5.71,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
3324,15,10.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
3325,15,8.57,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
3326,10,7.14,8.75,1,0,0,0,0,0,0,0,0,0,0,0,0
3327,6,4.29,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3328,15,8.57,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
3329,6,7.14,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
3330,15,4.29,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0
3331,6,5.71,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
3332,15,7.14,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
3333,15,8.57,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
3334,15,7.14,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0
3335,10,10.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
3336,15,7.14,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
3337,6,7.14,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
3338,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3339,15,10.0,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
3340,15,5.71,8.75,0,0,0,0,0,0,0,1,0,0,0,0,0
3341,15,4.29,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
3342,10,10.0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
3343,15,5.71,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3344,15,8.57,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3345,15,8.57,1.25,0,0,0,0,0,0,1,0,0,0,0,0,0
3346,15,7.14,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3347,6,10.0,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0
3348,15,7.14,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
3349,6,5.71,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
3350,3,5.71,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3351,10,8.57,6.25,0,0,0,0,0,0,0,0,1,0,0,0,0
3352,15,4.29,8.75,0,0,1,0,0,0,0,0,0,0,0,0,0
3353,10,1.43,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
3354,10,8.57,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
3355,10,5.71,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3356,6,7.14,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0
3357,6,7.14,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
3358,10,7.14,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
3359,3,7.14,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0
3360,10,2.86,6.25,0,0,0,0,0,1,0,0,0,0,0,0,0
3361,15,8.57,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0
3362,10,5.71,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3363,6,8.57,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
3364,3,2.86,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
3365,15,4.29,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3366,15,4.29,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3367,15,1.43,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
3368,3,2.86,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0
3369,15,5.71,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0
3370,10,2.86,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
3371,15,5.71,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
3372,6,8.57,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
3373,6,4.29,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
3374,6,4.29,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
3375,10,4.29,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
3376,15,7.14,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
3377,1,5.71,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
3378,10,1.43,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
3379,10,4.29,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0
3380,6,4.29,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
3381,15,8.57,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
3382,6,7.14,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
