,proportion_kbw,depth/carat_kbw,table/carat_kbw,x/y_kbw,depth/table_kbw,volume/table_kbw,volume/depth_kbw
7127,2.0,7.0,6.0,8.0,9.0,0.0,0.0
7128,4.0,4.0,4.0,4.0,10.0,1.0,1.0
7129,5.0,3.0,3.0,7.0,6.0,2.0,2.0
7130,10.0,0.0,0.0,6.0,8.0,7.0,6.0
7131,8.0,1.0,1.0,6.0,9.0,5.0,4.0
7132,7.0,2.0,2.0,3.0,6.0,3.0,3.0
7133,3.0,5.0,5.0,5.0,10.0,1.0,1.0
7134,8.0,2.0,2.0,5.0,3.0,3.0,3.0
7135,1.0,10.0,9.0,5.0,8.0,0.0,0.0
7136,8.0,1.0,1.0,3.0,9.0,5.0,4.0
7137,1.0,10.0,10.0,6.0,4.0,0.0,0.0
7138,0.0,12.0,10.0,5.0,12.0,0.0,0.0
7139,0.0,13.0,11.0,4.0,7.0,0.0,0.0
7140,2.0,7.0,7.0,7.0,5.0,0.0,0.0
7141,5.0,3.0,3.0,5.0,10.0,2.0,2.0
7142,1.0,10.0,8.0,6.0,10.0,0.0,0.0
7143,1.0,9.0,7.0,6.0,12.0,0.0,0.0
7144,1.0,10.0,8.0,5.0,11.0,0.0,0.0
7145,4.0,5.0,4.0,5.0,9.0,1.0,1.0
7146,5.0,3.0,3.0,5.0,7.0,2.0,2.0
7147,4.0,5.0,4.0,4.0,9.0,1.0,1.0
7148,5.0,3.0,3.0,5.0,10.0,2.0,2.0
7149,6.0,4.0,4.0,6.0,2.0,1.0,2.0
7150,7.0,1.0,1.0,7.0,7.0,5.0,4.0
7151,2.0,8.0,7.0,3.0,7.0,0.0,0.0
7152,1.0,9.0,8.0,7.0,8.0,0.0,0.0
7153,2.0,7.0,7.0,5.0,6.0,0.0,0.0
7154,4.0,4.0,4.0,5.0,10.0,1.0,1.0
7155,6.0,2.0,2.0,6.0,12.0,4.0,3.0
7156,2.0,7.0,6.0,5.0,9.0,0.0,0.0
7157,4.0,4.0,4.0,8.0,7.0,1.0,1.0
7158,1.0,11.0,10.0,5.0,6.0,0.0,0.0
7159,5.0,4.0,4.0,6.0,6.0,1.0,1.0
7160,7.0,2.0,2.0,8.0,10.0,3.0,3.0
7161,2.0,9.0,9.0,6.0,4.0,0.0,0.0
7162,2.0,7.0,6.0,6.0,10.0,0.0,0.0
7163,0.0,10.0,9.0,7.0,6.0,0.0,0.0
7164,5.0,3.0,3.0,8.0,12.0,2.0,2.0
7165,8.0,2.0,2.0,8.0,7.0,4.0,3.0
7166,5.0,3.0,3.0,5.0,9.0,2.0,2.0
7167,8.0,1.0,1.0,7.0,8.0,5.0,4.0
7168,8.0,1.0,1.0,4.0,9.0,5.0,4.0
7169,9.0,0.0,0.0,7.0,9.0,7.0,5.0
7170,0.0,10.0,9.0,7.0,8.0,0.0,0.0
7171,0.0,10.0,9.0,4.0,7.0,0.0,0.0
7172,4.0,4.0,4.0,5.0,10.0,1.0,1.0
7173,3.0,5.0,4.0,4.0,10.0,1.0,1.0
7174,5.0,3.0,3.0,6.0,7.0,2.0,2.0
7175,2.0,6.0,6.0,6.0,11.0,0.0,0.0
7176,10.0,0.0,0.0,7.0,4.0,6.0,5.0
7177,3.0,5.0,5.0,7.0,6.0,1.0,1.0
7178,6.0,2.0,2.0,6.0,8.0,4.0,3.0
7179,11.0,0.0,0.0,6.0,6.0,9.0,8.0
7180,8.0,1.0,1.0,5.0,9.0,5.0,4.0
7181,4.0,4.0,4.0,4.0,8.0,1.0,1.0
7182,9.0,0.0,0.0,5.0,10.0,7.0,5.0
7183,5.0,3.0,3.0,5.0,12.0,2.0,2.0
7184,7.0,1.0,1.0,4.0,8.0,4.0,4.0
7185,2.0,8.0,8.0,3.0,3.0,0.0,0.0
7186,10.0,0.0,0.0,7.0,6.0,6.0,5.0
7187,3.0,5.0,5.0,5.0,9.0,1.0,1.0
7188,7.0,2.0,2.0,6.0,9.0,4.0,3.0
7189,0.0,11.0,10.0,5.0,8.0,0.0,0.0
7190,6.0,3.0,3.0,6.0,3.0,2.0,2.0
7191,8.0,0.0,0.0,7.0,12.0,7.0,5.0
7192,1.0,8.0,7.0,5.0,10.0,0.0,0.0
7193,0.0,11.0,10.0,4.0,7.0,0.0,0.0
7194,5.0,3.0,3.0,7.0,8.0,2.0,2.0
7195,11.0,0.0,0.0,6.0,7.0,9.0,8.0
7196,9.0,1.0,1.0,5.0,4.0,5.0,4.0
7197,7.0,2.0,2.0,4.0,7.0,4.0,3.0
7198,3.0,5.0,4.0,5.0,11.0,1.0,1.0
7199,10.0,0.0,0.0,8.0,4.0,6.0,5.0
7200,7.0,2.0,2.0,7.0,7.0,4.0,3.0
7201,10.0,0.0,0.0,6.0,6.0,6.0,5.0
7202,2.0,7.0,6.0,5.0,10.0,0.0,0.0
7203,6.0,1.0,1.0,5.0,8.0,5.0,4.0
7204,4.0,6.0,6.0,4.0,3.0,0.0,1.0
7205,7.0,2.0,2.0,5.0,5.0,4.0,3.0
7206,5.0,3.0,3.0,4.0,9.0,2.0,2.0
7207,6.0,2.0,2.0,4.0,7.0,3.0,3.0
7208,8.0,2.0,2.0,6.0,2.0,3.0,3.0
7209,4.0,5.0,5.0,5.0,7.0,1.0,1.0
7210,1.0,8.0,7.0,4.0,10.0,0.0,0.0
7211,5.0,3.0,3.0,6.0,10.0,2.0,2.0
7212,4.0,7.0,7.0,7.0,3.0,0.0,0.0
7213,1.0,9.0,8.0,6.0,8.0,0.0,0.0
7214,1.0,9.0,8.0,5.0,9.0,0.0,0.0
7215,5.0,3.0,3.0,7.0,5.0,2.0,2.0
7216,6.0,3.0,3.0,6.0,7.0,2.0,2.0
7217,9.0,1.0,2.0,6.0,3.0,3.0,4.0
7218,1.0,9.0,8.0,7.0,8.0,0.0,0.0
7219,9.0,0.0,0.0,6.0,8.0,7.0,6.0
7220,2.0,7.0,6.0,7.0,6.0,0.0,0.0
7221,6.0,2.0,2.0,6.0,10.0,3.0,2.0
7222,8.0,1.0,1.0,5.0,6.0,5.0,4.0
7223,2.0,8.0,7.0,7.0,7.0,0.0,0.0
7224,0.0,13.0,11.0,5.0,7.0,0.0,0.0
7225,8.0,0.0,0.0,4.0,12.0,7.0,5.0
7226,10.0,0.0,0.0,6.0,9.0,8.0,6.0
7227,0.0,10.0,10.0,4.0,5.0,0.0,0.0
7228,3.0,5.0,5.0,4.0,9.0,1.0,1.0
7229,10.0,1.0,1.0,7.0,3.0,5.0,4.0
7230,4.0,3.0,3.0,5.0,9.0,2.0,2.0
7231,2.0,6.0,6.0,5.0,9.0,1.0,0.0
7232,10.0,0.0,0.0,6.0,8.0,7.0,6.0
7233,11.0,0.0,0.0,5.0,7.0,8.0,7.0
7234,3.0,5.0,5.0,5.0,10.0,1.0,1.0
7235,4.0,3.0,3.0,6.0,11.0,2.0,2.0
7236,8.0,2.0,2.0,6.0,4.0,3.0,3.0
7237,3.0,6.0,6.0,4.0,6.0,0.0,1.0
7238,0.0,10.0,9.0,6.0,8.0,0.0,0.0
7239,1.0,9.0,8.0,6.0,10.0,0.0,0.0
7240,2.0,7.0,6.0,6.0,8.0,0.0,0.0
7241,5.0,3.0,3.0,6.0,9.0,2.0,2.0
7242,9.0,0.0,0.0,5.0,9.0,7.0,5.0
7243,4.0,4.0,4.0,6.0,9.0,1.0,1.0
7244,0.0,10.0,8.0,7.0,12.0,0.0,0.0
7245,5.0,3.0,3.0,7.0,9.0,2.0,2.0
7246,1.0,10.0,9.0,5.0,9.0,0.0,0.0
7247,3.0,6.0,6.0,7.0,5.0,0.0,0.0
7248,5.0,3.0,3.0,6.0,11.0,2.0,2.0
7249,8.0,1.0,1.0,6.0,9.0,4.0,4.0
7250,4.0,5.0,6.0,7.0,3.0,0.0,1.0
7251,2.0,6.0,6.0,6.0,9.0,0.0,0.0
7252,2.0,7.0,6.0,4.0,11.0,0.0,0.0
7253,3.0,5.0,5.0,7.0,10.0,1.0,1.0
7254,1.0,10.0,9.0,5.0,6.0,0.0,0.0
7255,9.0,0.0,0.0,9.0,6.0,6.0,5.0
7256,9.0,0.0,0.0,6.0,6.0,6.0,5.0
7257,1.0,9.0,8.0,6.0,5.0,0.0,0.0
7258,2.0,7.0,6.0,4.0,8.0,0.0,0.0
7259,10.0,0.0,0.0,8.0,8.0,6.0,5.0
7260,6.0,2.0,2.0,6.0,10.0,3.0,3.0
7261,10.0,0.0,0.0,7.0,4.0,6.0,5.0
7262,10.0,0.0,0.0,3.0,7.0,6.0,5.0
7263,1.0,8.0,7.0,6.0,10.0,0.0,0.0
7264,4.0,4.0,4.0,4.0,7.0,1.0,1.0
7265,5.0,4.0,4.0,6.0,6.0,1.0,1.0
7266,4.0,3.0,3.0,4.0,7.0,2.0,2.0
7267,8.0,1.0,1.0,5.0,8.0,4.0,3.0
7268,4.0,4.0,4.0,6.0,8.0,1.0,1.0
7269,0.0,10.0,9.0,7.0,10.0,0.0,0.0
7270,11.0,0.0,0.0,7.0,10.0,9.0,7.0
7271,1.0,9.0,8.0,7.0,10.0,0.0,0.0
7272,1.0,9.0,9.0,8.0,3.0,0.0,0.0
7273,4.0,5.0,4.0,4.0,9.0,1.0,1.0
7274,3.0,6.0,7.0,5.0,3.0,0.0,0.0
7275,5.0,3.0,3.0,4.0,6.0,2.0,2.0
7276,6.0,2.0,2.0,9.0,6.0,3.0,3.0
7277,9.0,0.0,0.0,5.0,6.0,6.0,5.0
7278,2.0,7.0,6.0,5.0,10.0,0.0,0.0
7279,9.0,1.0,1.0,6.0,7.0,5.0,4.0
7280,2.0,7.0,6.0,4.0,11.0,0.0,0.0
7281,1.0,9.0,8.0,5.0,9.0,0.0,0.0
7282,10.0,0.0,0.0,8.0,4.0,8.0,7.0
7283,1.0,9.0,8.0,4.0,8.0,0.0,0.0
7284,6.0,3.0,3.0,8.0,5.0,2.0,2.0
7285,9.0,0.0,0.0,6.0,6.0,6.0,5.0
7286,2.0,8.0,7.0,4.0,6.0,0.0,0.0
7287,8.0,1.0,1.0,6.0,9.0,5.0,4.0
7288,6.0,2.0,2.0,4.0,7.0,3.0,3.0
7289,2.0,7.0,7.0,5.0,8.0,0.0,0.0
7290,5.0,3.0,3.0,5.0,12.0,2.0,2.0
7291,7.0,2.0,2.0,4.0,7.0,3.0,3.0
7292,9.0,0.0,0.0,5.0,11.0,7.0,5.0
7293,1.0,9.0,8.0,5.0,8.0,0.0,0.0
7294,9.0,1.0,2.0,7.0,3.0,4.0,4.0
7295,8.0,1.0,1.0,5.0,12.0,5.0,4.0
7296,2.0,8.0,8.0,3.0,5.0,0.0,0.0
7297,0.0,10.0,9.0,7.0,10.0,0.0,0.0
7298,7.0,2.0,2.0,7.0,6.0,4.0,3.0
7299,1.0,9.0,8.0,5.0,7.0,0.0,0.0
7300,1.0,10.0,8.0,4.0,10.0,0.0,0.0
7301,10.0,0.0,0.0,5.0,9.0,7.0,5.0
7302,11.0,0.0,0.0,7.0,3.0,8.0,8.0
7303,3.0,5.0,5.0,4.0,8.0,1.0,1.0
7304,4.0,5.0,5.0,5.0,8.0,1.0,1.0
7305,12.0,0.0,0.0,5.0,2.0,9.0,10.0
7306,8.0,1.0,1.0,6.0,8.0,5.0,4.0
7307,0.0,12.0,10.0,4.0,9.0,0.0,0.0
7308,2.0,8.0,6.0,6.0,11.0,0.0,0.0
7309,7.0,1.0,1.0,4.0,8.0,4.0,4.0
7310,1.0,10.0,8.0,5.0,10.0,0.0,0.0
7311,8.0,2.0,2.0,4.0,5.0,4.0,3.0
7312,2.0,7.0,6.0,5.0,10.0,0.0,0.0
7313,2.0,7.0,6.0,5.0,10.0,0.0,0.0
7314,3.0,6.0,6.0,6.0,6.0,0.0,1.0
7315,1.0,9.0,9.0,5.0,5.0,0.0,0.0
7316,7.0,2.0,2.0,4.0,7.0,4.0,3.0
7317,5.0,3.0,3.0,5.0,5.0,2.0,2.0
7318,1.0,8.0,7.0,4.0,9.0,0.0,0.0
7319,3.0,5.0,5.0,5.0,6.0,1.0,1.0
7320,6.0,3.0,3.0,5.0,5.0,2.0,2.0
7321,7.0,2.0,2.0,4.0,10.0,4.0,3.0
7322,1.0,9.0,7.0,6.0,11.0,0.0,0.0
7323,6.0,2.0,2.0,5.0,6.0,3.0,3.0
7324,5.0,3.0,3.0,7.0,11.0,2.0,2.0
7325,3.0,6.0,7.0,6.0,3.0,0.0,0.0
7326,7.0,2.0,2.0,4.0,6.0,3.0,3.0
7327,2.0,8.0,7.0,4.0,9.0,0.0,0.0
7328,1.0,9.0,7.0,4.0,10.0,0.0,0.0
7329,6.0,3.0,3.0,4.0,6.0,2.0,2.0
7330,9.0,1.0,1.0,5.0,11.0,5.0,4.0
7331,8.0,1.0,1.0,5.0,8.0,5.0,4.0
7332,7.0,1.0,1.0,5.0,8.0,5.0,4.0
7333,7.0,2.0,1.0,7.0,11.0,4.0,3.0
7334,8.0,1.0,1.0,4.0,7.0,5.0,4.0
7335,1.0,10.0,9.0,6.0,9.0,0.0,0.0
7336,2.0,6.0,6.0,7.0,6.0,0.0,0.0
7337,7.0,2.0,2.0,4.0,7.0,4.0,3.0
7338,3.0,6.0,5.0,5.0,11.0,1.0,1.0
7339,5.0,3.0,3.0,6.0,6.0,2.0,2.0
7340,8.0,1.0,2.0,7.0,4.0,4.0,4.0
7341,5.0,3.0,3.0,5.0,9.0,2.0,2.0
7342,1.0,9.0,8.0,6.0,9.0,0.0,0.0
7343,7.0,2.0,2.0,6.0,9.0,4.0,3.0
7344,7.0,2.0,2.0,4.0,7.0,3.0,3.0
7345,1.0,8.0,7.0,6.0,9.0,0.0,0.0
7346,3.0,5.0,5.0,7.0,9.0,1.0,1.0
7347,9.0,1.0,1.0,5.0,5.0,5.0,4.0
7348,7.0,1.0,1.0,8.0,4.0,4.0,4.0
7349,5.0,3.0,3.0,6.0,8.0,2.0,2.0
7350,5.0,3.0,3.0,5.0,9.0,2.0,2.0
7351,10.0,0.0,0.0,4.0,9.0,7.0,5.0
7352,8.0,1.0,2.0,6.0,3.0,4.0,4.0
7353,1.0,10.0,9.0,6.0,7.0,0.0,0.0
7354,5.0,3.0,3.0,5.0,10.0,2.0,2.0
7355,9.0,1.0,2.0,6.0,3.0,4.0,4.0
7356,0.0,10.0,8.0,5.0,10.0,0.0,0.0
7357,2.0,6.0,6.0,7.0,7.0,0.0,0.0
7358,7.0,2.0,2.0,6.0,8.0,4.0,3.0
7359,6.0,3.0,3.0,7.0,7.0,2.0,2.0
7360,10.0,0.0,0.0,7.0,6.0,7.0,6.0
7361,0.0,12.0,10.0,5.0,8.0,0.0,0.0
7362,6.0,2.0,2.0,6.0,9.0,4.0,3.0
7363,1.0,8.0,7.0,5.0,10.0,0.0,0.0
7364,6.0,2.0,2.0,8.0,7.0,3.0,3.0
7365,2.0,7.0,6.0,4.0,10.0,0.0,0.0
7366,5.0,3.0,3.0,5.0,11.0,2.0,2.0
7367,1.0,9.0,8.0,5.0,7.0,0.0,0.0
7368,9.0,1.0,1.0,6.0,6.0,4.0,4.0
7369,7.0,2.0,2.0,4.0,7.0,4.0,3.0
7370,8.0,1.0,1.0,5.0,6.0,5.0,4.0
7371,3.0,5.0,5.0,5.0,7.0,1.0,1.0
7372,1.0,10.0,8.0,5.0,11.0,0.0,0.0
7373,11.0,0.0,0.0,4.0,8.0,9.0,7.0
7374,1.0,8.0,7.0,4.0,8.0,0.0,0.0
7375,1.0,9.0,8.0,6.0,10.0,0.0,0.0
7376,7.0,2.0,2.0,7.0,5.0,4.0,3.0
7377,1.0,10.0,9.0,3.0,5.0,0.0,0.0
7378,6.0,3.0,3.0,4.0,6.0,2.0,2.0
7379,11.0,0.0,0.0,4.0,10.0,10.0,8.0
7380,8.0,1.0,1.0,6.0,8.0,5.0,4.0
7381,4.0,5.0,4.0,7.0,9.0,1.0,1.0
7382,8.0,1.0,2.0,7.0,4.0,4.0,4.0
7383,8.0,1.0,1.0,8.0,7.0,5.0,4.0
7384,8.0,1.0,1.0,5.0,8.0,4.0,3.0
7385,1.0,7.0,7.0,8.0,8.0,0.0,0.0
7386,7.0,2.0,2.0,4.0,9.0,4.0,3.0
7387,5.0,3.0,3.0,5.0,6.0,2.0,2.0
7388,3.0,5.0,4.0,5.0,10.0,1.0,1.0
7389,9.0,0.0,0.0,6.0,8.0,7.0,6.0
7390,9.0,1.0,1.0,4.0,9.0,6.0,4.0
7391,8.0,1.0,1.0,5.0,10.0,5.0,4.0
7392,9.0,1.0,1.0,5.0,7.0,5.0,4.0
7393,1.0,9.0,8.0,7.0,9.0,0.0,0.0
7394,6.0,3.0,3.0,4.0,9.0,2.0,2.0
7395,5.0,3.0,3.0,5.0,9.0,2.0,2.0
7396,4.0,4.0,4.0,4.0,9.0,1.0,1.0
7397,5.0,2.0,2.0,5.0,9.0,3.0,3.0
7398,8.0,1.0,1.0,5.0,7.0,4.0,4.0
7399,7.0,3.0,3.0,4.0,3.0,2.0,2.0
7400,2.0,8.0,7.0,7.0,7.0,0.0,0.0
7401,6.0,3.0,3.0,4.0,4.0,2.0,2.0
7402,2.0,9.0,9.0,8.0,4.0,0.0,0.0
7403,10.0,0.0,0.0,5.0,8.0,6.0,5.0
7404,2.0,9.0,8.0,6.0,7.0,0.0,0.0
7405,10.0,0.0,0.0,6.0,6.0,6.0,5.0
7406,5.0,4.0,4.0,5.0,6.0,1.0,1.0
7407,5.0,3.0,2.0,7.0,9.0,3.0,2.0
7408,7.0,2.0,2.0,3.0,7.0,3.0,3.0
7409,4.0,4.0,4.0,6.0,8.0,1.0,1.0
7410,1.0,9.0,8.0,4.0,5.0,0.0,0.0
7411,6.0,2.0,2.0,5.0,9.0,3.0,3.0
7412,4.0,5.0,5.0,4.0,7.0,1.0,1.0
7413,8.0,2.0,2.0,6.0,9.0,4.0,3.0
7414,7.0,2.0,2.0,6.0,8.0,4.0,3.0
7415,0.0,9.0,8.0,6.0,10.0,0.0,0.0
7416,7.0,1.0,1.0,4.0,11.0,5.0,4.0
7417,6.0,2.0,2.0,6.0,8.0,3.0,3.0
7418,0.0,10.0,9.0,7.0,7.0,0.0,0.0
7419,1.0,9.0,8.0,6.0,8.0,0.0,0.0
7420,1.0,10.0,9.0,5.0,9.0,0.0,0.0
7421,8.0,2.0,2.0,5.0,4.0,3.0,3.0
7422,9.0,1.0,1.0,5.0,5.0,5.0,4.0
7423,5.0,3.0,3.0,5.0,5.0,2.0,2.0
7424,5.0,3.0,3.0,7.0,7.0,2.0,2.0
7425,5.0,2.0,2.0,8.0,6.0,3.0,3.0
7426,5.0,3.0,3.0,5.0,7.0,2.0,2.0
7427,8.0,1.0,1.0,5.0,10.0,5.0,4.0
7428,9.0,1.0,1.0,6.0,5.0,5.0,4.0
7429,1.0,10.0,9.0,5.0,8.0,0.0,0.0
7430,6.0,3.0,2.0,5.0,12.0,3.0,2.0
7431,4.0,4.0,4.0,5.0,8.0,1.0,1.0
7432,6.0,2.0,2.0,3.0,8.0,3.0,3.0
7433,7.0,2.0,3.0,7.0,5.0,3.0,3.0
7434,2.0,7.0,6.0,5.0,8.0,0.0,0.0
7435,5.0,2.0,2.0,5.0,8.0,3.0,3.0
7436,4.0,4.0,4.0,3.0,11.0,1.0,1.0
7437,5.0,3.0,3.0,6.0,9.0,2.0,2.0
7438,8.0,1.0,1.0,5.0,12.0,5.0,4.0
7439,1.0,9.0,8.0,5.0,8.0,0.0,0.0
7440,1.0,8.0,7.0,4.0,6.0,0.0,0.0
7441,0.0,11.0,9.0,5.0,12.0,0.0,0.0
7442,7.0,2.0,2.0,4.0,5.0,3.0,3.0
7443,3.0,6.0,6.0,8.0,4.0,0.0,0.0
7444,2.0,7.0,6.0,7.0,10.0,0.0,0.0
7445,5.0,3.0,3.0,7.0,10.0,2.0,2.0
7446,4.0,5.0,6.0,5.0,3.0,0.0,1.0
7447,6.0,2.0,3.0,6.0,7.0,3.0,2.0
7448,0.0,12.0,10.0,5.0,10.0,0.0,0.0
7449,0.0,13.0,13.0,4.0,3.0,0.0,0.0
7450,2.0,7.0,7.0,5.0,7.0,0.0,0.0
7451,5.0,3.0,3.0,6.0,8.0,2.0,2.0
7452,12.0,0.0,0.0,4.0,8.0,11.0,10.0
7453,7.0,1.0,1.0,6.0,10.0,4.0,3.0
7454,8.0,1.0,1.0,7.0,7.0,6.0,5.0
7455,12.0,0.0,0.0,4.0,6.0,10.0,9.0
7456,11.0,0.0,0.0,5.0,7.0,8.0,7.0
7457,6.0,2.0,2.0,4.0,7.0,3.0,3.0
7458,3.0,6.0,6.0,4.0,8.0,0.0,0.0
7459,6.0,2.0,2.0,8.0,6.0,3.0,3.0
7460,0.0,10.0,9.0,5.0,8.0,0.0,0.0
7461,6.0,2.0,2.0,7.0,5.0,3.0,3.0
7462,4.0,3.0,3.0,4.0,11.0,2.0,2.0
7463,1.0,9.0,8.0,6.0,6.0,0.0,0.0
7464,0.0,12.0,11.0,6.0,6.0,0.0,0.0
7465,9.0,0.0,0.0,3.0,9.0,7.0,5.0
7466,7.0,2.0,2.0,6.0,6.0,4.0,3.0
7467,6.0,3.0,3.0,6.0,5.0,2.0,2.0
7468,6.0,2.0,2.0,7.0,9.0,3.0,3.0
7469,1.0,9.0,8.0,7.0,8.0,0.0,0.0
7470,2.0,7.0,6.0,5.0,9.0,0.0,0.0
7471,6.0,3.0,3.0,9.0,1.0,2.0,2.0
7472,6.0,2.0,2.0,5.0,11.0,4.0,3.0
7473,6.0,2.0,3.0,7.0,5.0,2.0,2.0
7474,8.0,2.0,1.0,5.0,11.0,4.0,3.0
7475,2.0,7.0,7.0,7.0,7.0,0.0,0.0
7476,4.0,5.0,4.0,5.0,9.0,1.0,1.0
7477,1.0,9.0,8.0,6.0,7.0,0.0,0.0
7478,6.0,3.0,2.0,7.0,11.0,3.0,2.0
7479,5.0,3.0,3.0,7.0,6.0,2.0,2.0
7480,7.0,2.0,2.0,4.0,8.0,4.0,3.0
7481,11.0,0.0,0.0,6.0,8.0,10.0,8.0
7482,5.0,2.0,2.0,6.0,7.0,3.0,3.0
7483,2.0,7.0,7.0,5.0,6.0,0.0,0.0
7484,1.0,9.0,8.0,6.0,9.0,0.0,0.0
7485,1.0,10.0,8.0,6.0,9.0,0.0,0.0
7486,4.0,3.0,3.0,7.0,9.0,2.0,2.0
7487,1.0,10.0,8.0,5.0,10.0,0.0,0.0
7488,5.0,3.0,3.0,3.0,4.0,2.0,2.0
7489,8.0,1.0,1.0,6.0,8.0,4.0,4.0
7490,2.0,9.0,8.0,6.0,5.0,0.0,0.0
7491,5.0,3.0,3.0,7.0,6.0,2.0,2.0
7492,0.0,10.0,9.0,7.0,7.0,0.0,0.0
7493,9.0,1.0,1.0,6.0,8.0,5.0,4.0
7494,6.0,2.0,2.0,7.0,8.0,3.0,3.0
7495,8.0,1.0,1.0,5.0,7.0,5.0,4.0
7496,1.0,9.0,8.0,4.0,10.0,0.0,0.0
7497,0.0,11.0,10.0,5.0,10.0,0.0,0.0
7498,7.0,2.0,2.0,7.0,10.0,4.0,3.0
7499,4.0,4.0,4.0,5.0,8.0,1.0,1.0
7500,4.0,4.0,4.0,3.0,11.0,1.0,1.0
7501,8.0,2.0,2.0,6.0,5.0,4.0,3.0
7502,4.0,3.0,3.0,4.0,12.0,2.0,2.0
7503,7.0,1.0,1.0,6.0,12.0,5.0,4.0
7504,7.0,2.0,2.0,7.0,8.0,4.0,3.0
7505,4.0,3.0,3.0,7.0,10.0,2.0,2.0
7506,7.0,0.0,0.0,7.0,12.0,6.0,5.0
7507,11.0,0.0,0.0,5.0,9.0,9.0,8.0
7508,6.0,2.0,2.0,7.0,12.0,4.0,3.0
7509,10.0,0.0,0.0,5.0,7.0,8.0,7.0
7510,5.0,3.0,3.0,4.0,10.0,2.0,2.0
7511,3.0,5.0,5.0,7.0,7.0,1.0,1.0
7512,0.0,10.0,10.0,4.0,3.0,0.0,0.0
7513,7.0,2.0,2.0,5.0,6.0,3.0,3.0
7514,1.0,10.0,8.0,5.0,10.0,0.0,0.0
7515,4.0,4.0,4.0,5.0,10.0,1.0,1.0
7516,9.0,1.0,1.0,5.0,7.0,6.0,5.0
7517,10.0,0.0,0.0,7.0,8.0,7.0,6.0
7518,4.0,3.0,3.0,5.0,12.0,2.0,2.0
7519,5.0,3.0,2.0,5.0,10.0,3.0,2.0
7520,4.0,4.0,4.0,7.0,6.0,1.0,1.0
7521,1.0,10.0,8.0,7.0,10.0,0.0,0.0
7522,8.0,2.0,2.0,7.0,6.0,4.0,3.0
7523,10.0,0.0,0.0,5.0,10.0,7.0,6.0
7524,1.0,10.0,8.0,4.0,10.0,0.0,0.0
7525,4.0,4.0,4.0,5.0,8.0,1.0,1.0
7526,4.0,4.0,4.0,4.0,10.0,1.0,1.0
7527,11.0,0.0,0.0,5.0,7.0,9.0,7.0
7528,7.0,2.0,1.0,4.0,12.0,4.0,3.0
7529,3.0,6.0,6.0,6.0,9.0,1.0,0.0
7530,6.0,2.0,1.0,8.0,13.0,4.0,3.0
7531,6.0,2.0,2.0,5.0,9.0,4.0,3.0
7532,5.0,2.0,2.0,6.0,7.0,3.0,3.0
7533,10.0,0.0,0.0,6.0,10.0,7.0,5.0
7534,2.0,5.0,5.0,7.0,11.0,1.0,1.0
7535,1.0,10.0,9.0,4.0,5.0,0.0,0.0
7536,2.0,6.0,6.0,4.0,7.0,0.0,0.0
7537,7.0,2.0,2.0,8.0,5.0,3.0,3.0
7538,9.0,0.0,0.0,6.0,6.0,6.0,5.0
7539,4.0,4.0,4.0,7.0,9.0,1.0,1.0
7540,1.0,6.0,5.0,9.0,12.0,1.0,0.0
7541,7.0,1.0,1.0,5.0,10.0,5.0,3.0
7542,9.0,0.0,0.0,4.0,8.0,6.0,5.0
7543,1.0,8.0,7.0,5.0,9.0,0.0,0.0
7544,5.0,3.0,3.0,6.0,6.0,2.0,2.0
7545,1.0,9.0,7.0,5.0,12.0,0.0,0.0
7546,4.0,5.0,5.0,4.0,5.0,1.0,1.0
7547,9.0,1.0,0.0,7.0,10.0,6.0,5.0
7548,7.0,2.0,1.0,6.0,9.0,4.0,3.0
7549,7.0,1.0,1.0,8.0,8.0,4.0,4.0
7550,0.0,11.0,10.0,5.0,10.0,0.0,0.0
7551,5.0,3.0,3.0,7.0,7.0,2.0,2.0
7552,0.0,10.0,8.0,5.0,11.0,0.0,0.0
7553,1.0,8.0,7.0,6.0,9.0,0.0,0.0
7554,1.0,11.0,12.0,5.0,2.0,0.0,0.0
7555,0.0,10.0,8.0,7.0,10.0,0.0,0.0
7556,1.0,10.0,8.0,5.0,10.0,0.0,0.0
7557,7.0,2.0,2.0,4.0,5.0,3.0,3.0
7558,6.0,2.0,2.0,5.0,9.0,4.0,3.0
7559,1.0,10.0,8.0,5.0,11.0,0.0,0.0
7560,9.0,0.0,0.0,5.0,11.0,7.0,5.0
7561,2.0,7.0,6.0,5.0,10.0,0.0,0.0
7562,2.0,7.0,6.0,5.0,8.0,0.0,0.0
7563,0.0,10.0,8.0,4.0,11.0,0.0,0.0
7564,9.0,1.0,0.0,5.0,10.0,6.0,5.0
7565,11.0,0.0,0.0,5.0,4.0,8.0,8.0
7566,1.0,9.0,8.0,4.0,6.0,0.0,0.0
7567,1.0,10.0,9.0,5.0,6.0,0.0,0.0
7568,4.0,4.0,4.0,4.0,10.0,1.0,1.0
7569,4.0,5.0,5.0,4.0,6.0,1.0,1.0
7570,0.0,9.0,8.0,4.0,9.0,0.0,0.0
7571,2.0,6.0,6.0,6.0,7.0,0.0,0.0
7572,5.0,3.0,3.0,5.0,8.0,2.0,2.0
7573,8.0,1.0,1.0,6.0,9.0,4.0,3.0
7574,1.0,9.0,7.0,6.0,10.0,0.0,0.0
7575,10.0,0.0,0.0,7.0,9.0,9.0,7.0
